Card Identifiers,,,,,Pre-requisites (Global Parameters),,,,,,,,.,Pre-requisites (Non-Global Parameters),,,,,,,,,,,,,Tags,,,,,,,,,,,,.,Production,,,,,,,Resource,,,,,,,,Terraforming Effect,,,,,,,Interactions,,,,,,Text,,,
Card Name,Card #,Cost,Card Type,Deck,Req: Temperature,Req: Oxygen,Req: Ocean,Req: Venus,Req: Max Temperature,Req: Max Oxygen,Req: Max Ocean,Req: Max Venus,Pre-requisites (Global),Req: Science,Req: Building,Req: Space,Req: Microbe,Req: Plant,Req: Animal,Req: City,Req: Earth,Req: Jovian,Req: Energy,Req: Venus,Req: Other,Pre-requisites (Non-Global),Tag: Science,Tag: Building,Tag: Space,Tag: Microbe,Tag: Plant,Tag: Animal,Tag: City,Tag: Earth,Tag: Jovian,Tag: Energy,Tag: Venus,Tag: Event,Tags,Prod: Megacredit,Prod: Steel,Prod: Titanium,Prod: Plant,Prod: Energy,Prod: Heat,Production,Inv: Megacredit,Inv: Steel,Inv: Titanium,Inv: Plant,Inv: Energy,Inv: Heat,Other (Resources on Cards),Resource,Temperature,Oxygen,Ocean,Venus,TR,VP,Terraforming Effect,Tile/Colony Placement,# Actions and/or Effect,Depends on opponents,Affects opponents,Holds Resources,Interactions,Action or On-going Effect text,One time Effect Text,Text,
Immigrant City,200,13,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,Ref,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,Eff,Ref,No,No,,"Effect: Each time a city tile is placed, including this, increase your MC production 1 step.",Decrease your energy production 1 step and decrease your MC production 2 steps. Place a city tile.,,
Immigration Shuttles,198,31,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,0,,5,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,Ref,,No,0,Ref,No,No,,,Increase your MC production 5 steps. 1 VP for every 3rd city in play.,,
Impactor Swarm,C16,11,Event,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,2,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,Ref,0,12,No,,0,0,0,0,0,0,,No,0,No,Ref,No,,,Requries 2 Jovian tags. Gain 12 heat. Remove up to 2 plants from any player.,,
Import of Advanced GHG,167,9,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,2,,0,0,0,0,0,0,No,,0,0,0,0,0,,,No,0,No,No,No,,,Increase your heat production 2 steps.,,
Imported GHG,162,7,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,,0,0,0,0,0,3,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your heat production 1 step and gain 3 hear.,,
Imported Hydrogen,19,16,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,Ref,0,0,Ref,,0,0,1,0,0,0,,Ref,0,No,No,No,,,"Gain 3 plants, or add 3 microbes or 2 animals to ANOTHER card. Place an ocean tile.",,
Imported Nitrogen,163,23,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,4,0,0,Ref,,0,0,0,0,1,0,,No,0,No,No,No,,,Raise your TR 1 step and gain 4 plants. Add 3 microbes to ANOTHER card and 2 animals to ANOTHER card.,,
Indentured Workers,195,0,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,-1,,No,0,No,No,No,,,The next card you play this generation costs 8MC less.,,
Industrial Center,123,4,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,Ref,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Ref,0,0,0,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,1,Ref,No,No,,Action: Spend 7 MC to increase your steel production 1 step.,Place [the Industrial Center] tile ADJACENT TO A CITY TILE.,,
Industrial Microbes,158,12,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production and your steel production 1 step each.,,
Insects,148,9,Automated,Basic,-30,6,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,Ref,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 6% oxygen. Increase your plant production 1 step for each plant tag you have.,,
Insulation,152,2,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,Ref,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your heat production any number of steps and increase your MC production the same number of steps.,,
Interplanetary Cinematics,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,30,20,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: Each time you play an event, you gain 2 MC.",You start with 20 steel and 30 MC.,,
Interplanetary Colony Ship,C17,12,Event,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place a colony.,,
Interstellar Colony Ship,27,24,Event,Corporate,-30,0,0,0,8,14,9,30,,5,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,4,,No,0,No,No,No,,,Requires 5 science tags.,,
Invention Contest,192,2,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Look at the top 3 cards from the deck. Take 1 of them into hand and discard the other 2,,
Inventors' Guild,6,9,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,1,No,No,No,,Action: Look at the top card and either buy it or discard it,,,
Inventrix,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,45,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: Your temperature, oxygen, and ocean requirements are +2 or -2 steps, your choice in each case.","As your first action in the game, draw 3 cards. Start with 45 MC.",,
Investment Loan,151,3,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,1,,-1,0,0,0,0,0,,10,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your MC production 1 step. Gain 10 MC.,,
Io Mining Industries,92,41,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,2,0,2,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,Ref,,No,0,No,No,No,,,Increase your titanium production 2 steps and your MC production 2 steps. 1 VP per Jovian tag you have.,,
Io Research Outpost,P16,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your titanium production 1 step. Draw 1 card.,,
Io Sulphur Research,232,17,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,No,0,No,No,No,,,"Draw 1 card, or draw 3 cards if you have at least 3 Venus tags.",,
Ironworks,101,11,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,Ref,0,0,Ref,0,No,,0,Ref,0,0,0,0,,No,1,No,No,No,,Action: Spend 4 energy to gain 1 steel and increase oxygen 1 step.,,,
Ishtar Mining,233,5,Automated,Venus,-30,0,0,8,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires Venus 8%. Increase your titanium production 1 step.,,
Jet Stream Microscrappers,234,12,Active,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,Ref,0,0,0,Ref,,0,0,0,Ref,0,0,,No,2,No,No,Floaters,,"Action: Spend 1 titanium to add 2 floaters to this card, or remove 2 floaters here to raise Venus 1 step.",,,
Jovian Lanterns,C18,20,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,1,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,Ref,0,0,0,Ref,,0,0,0,0,1,Ref,,No,1,No,No,Floaters,,Action: Spend 1 titanium to add 2 floaters here.,Requires 1 Jovian tag. Increase your TR 1 step. Add 2 floaters to ANY card. 1 VP per 2 floaters here.,,
Jupiter Floating Station,C19,9,Active,Colonies,-30,0,0,0,8,14,9,30,,3,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,2,No,No,Floaters,,"Action: Add 1 floater to a JOVIAN CARD, or gain 1 MC for every floater here (Max 4).",Requires 3 science tags.,,
Kelp Farming,55,17,Automated,Basic,-30,0,6,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,3,0,0,,0,0,0,2,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Requires 6 ocean tiles. Increase your MC production 2 steps and your plant production 3 steps. Gain 2 plants.,,
Lagrange Observatory,196,9,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,0,No,No,No,,,Draw 1 card.,,
Lake Marineris,53,18,Automated,Basic,0,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,2,0,0,2,,Ref,0,No,No,No,,,Requires 0°C or warmer. Place 2 ocean tiles.,,
Land Claim,66,1,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Place your marker on a non-reserved area. Only you may place a tile here,,
Large Convoy,143,36,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,Ref,0,0,Ref,,0,0,1,0,0,2,,Ref,0,No,No,No,,,"Place an ocean tile and draw 2 cards. Gain 5 plants, or add 4 animals to ANOTHER card.",,
Lava Flows,140,18,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,2,0,0,0,0,0,,Ref,0,No,No,No,,,"Raise the temperature 2 steps and place this [the Lava Flow] tile ON EITHER THARSIS THOLUS, ASCRAEUS MONS, PAVONIS MONS OR ARSIA MONS.",,
Lava Tube Settlement,P37,15,Automated,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,-1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,"Decrease your energy production 1 step. Increase your MC production 2 steps. Place a city tile ON A VOLCANIC AREA, same as Lava Flows, regardless of adjacent cities.",,
Lichen,159,7,Automated,Basic,-24,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires -24°C or warmer. Increase your plant production 1 step.,,
Lightning Harvest,46,8,Automated,Corporate,-30,0,0,0,8,14,9,30,,3,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,1,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Requires 3 science tags. Increase your energy production and your MC production 1 step each.,,
Livestock,184,13,Active,Basic,-30,9,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,1,0,0,0,0,0,0,,2,0,0,-1,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,Ref,,No,1,No,No,Animals,,Action: Add 1 animal to this card.,Requires 9% oxygen. Decrease your plant production 1 step and increase your MC production 2 steps. 1 VP for each animal on this card.,,
Loan,P17,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,-2,0,0,0,0,0,,30,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your MC production 2 steps. Gain 30 MC.,,
Local Heat Trapping,190,1,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,Ref,0,-5,Ref,,0,0,0,0,0,0,,No,0,No,No,No,,,"Spend 5 heat to either gain 4 plants, or to add 2 animals to ANOTHER card.",,
Local Shading,235,4,Active,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,1,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,0,,No,2,No,No,Floaters,,"Action: Add 1 floater to this card, or spend 1 floater here to raise your MC production 1 step.",,,
Luna Governor,C20,4,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,3,0,0,0,No,,0,0,0,0,0,0,0,2,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Requires 3 Earch tags. Increase your MC production 2 steps.,,
Luna Metropolis,236,21,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,1,1,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,Ref,0,No,No,No,,,"Increase your MC production 1 step for each Earth tag you have, including this. Place a city tile ON THE RESERVED AREA.",,
Lunar Beam,30,13,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,1,0,0,,-2,0,0,0,2,2,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Decrease your MC production 2 steps and increase your heat production and energy production 2 steps each.,,
Lunar Exports,C21,19,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,1,0,0,0,0,,Ref,0,0,Ref,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your plant production 2 steps, or increase your MC production 5 steps.",,
Lunar Mining,C22,11,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,Ref,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your titanium production. 1 step for every 2 Earth tags you have in play, including this.",,
Luxury Foods,237,8,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,1,1,0,1,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,No,0,No,No,No,,,"Requires Venus, Earth and Jovian tags.",,
Magnetic Field Dome,171,5,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,-2,0,,0,0,0,0,0,0,No,,0,0,0,0,1,0,,No,0,No,No,No,,,Decrease your energy production 2 steps and increase your plant production 1 step. Raise your terraform rating 1 step.,,
Magnetic Field Generators,165,20,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,-4,0,,0,0,0,0,0,0,No,,0,0,0,0,3,0,,No,0,No,No,No,,,Decrease your energy production 4 steps and increase your plant production 2 steps. Raise your TR 3 steps.,,
Mangrove,59,12,Automated,Basic,4,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,1,0,0,0,1,,Ref,0,No,No,No,,,Requires +4°C or warmer. Place a Greenery tile ON AN AREA RESERVED FOR OCEAN and raise oxygen 1 step. Disregard normal placement restrictions for this.,,
Manutech,,,Corporation,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,35,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: For each step you increase the production of a resource, including this, you also gain that resource.",You start with 1 steel production and 35 MC.,,
Market Manipulation,C23,1,Event,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase one colony tile track 1 step. Decrease another colony tile track 1 step,,
Mars University,73,8,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,Eff,No,No,No,,"Effect: When you play a science tag, including this, you may discard a card from hand to draw a card.",,,
Martian Industries,P18,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,,6,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your energy production and steel production 1 step each. Gain 6 MC.,,
Martian Rails,7,13,Active,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,Ref,0,No,,0,0,0,0,0,0,,No,1,Ref,No,No,,Action: Spend 1 energy to gain 1 MC for each city tile ON MARS.,,,
Martian Survey,P38,9,Event,Prelude,-30,0,0,0,8,4,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,Oxygen must be 4% or lower. Draw 2 cards.,,
Martian Zoo,C24,12,Active,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,Ref,0,0,0,0,No,,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,Ref,,0,0,0,0,0,1,,No,1 + Eff,Ref,No,Animals,,"Effect: when you play an Earth tag, place an animal here. Action: Gain 1 MC per animal here.",Requires 2 city tiles in play.,,
Mass Converter,94,8,Active,Corporate,-30,0,0,0,8,14,9,30,,5,0,0,0,0,0,0,0,0,0,0,No,,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,6,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: When you play a space card, you pay 2 MC less for it.",Requires 5 science tags. Increase your energy production 6 steps.,,
Maxwell Base,238,18,Active,Venus,-30,0,0,12,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,-1,0,,0,0,0,0,0,0,Ref,,0,0,0,0,0,3,,Ref,1,No,No,No,,Action: Add 1 resource to ANOTEHR VENUS CARD.,Requires Venus 12%. Decrease your energy production 1 step. Place a city tile ON THE RESERVED AREA.,,
Media Archives,107,8,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,Ref,No,No,,,Gain 1 MC for each event EVER PLAYED by all players,,
Media Group,109,6,Active,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,,Ref,0,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: After you play an event card, you gain 3MC",,,
Medical Lab,207,13,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,1,1,0,0,0,0,0,0,0,0,0,0,,Ref,0,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,1,,No,0,No,No,No,,,"Increase your MC production 1 step for every 2 building tags you have, including this.",,
Metal-Rich Asteroid,P19,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,4,4,0,0,0,No,,1,0,0,0,0,0,,No,0,No,No,No,,,"Raise temperature 1 step. Gain 4 titanium, and 4 steel.",,
Metals Company,P20,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Increase your MC production, steel production, and titanium production 1 step each.",,
Methane From Titan,18,28,Automated,Basic,-30,2,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,2,0,2,,0,0,0,0,0,0,No,,0,0,0,0,0,2,,No,0,No,No,No,,,Requires 2% oxygen. Increase your heat production 2 steps and your plant production 2 steps.,,
Micro-Mills,164,3,Automated,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your heat production 1 step.,,
Mine,56,4,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your steel production 1 step.,,
Mineral Deposit,62,5,Event,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,5,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Gain 5 steel.,,
Mining Area,64,4,Automated,Corporate,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,Ref,Ref,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,"Place [the mining] tile on an area with a steel or titanium placement bonus, adjacent to another of your tiles. Increase your production of that resource 1 step.",,
Mining Colony,C25,20,Automated,Colonies,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,Ref,0,No,No,No,,,Increase your titanium production 1 step. Place a colony.,,
Mining Expedition,63,12,Event,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,0,2,0,Ref,0,0,No,,0,1,0,0,0,0,,No,0,No,Ref,No,,,Raise oxygen 1 step. Remove 2 plants from any player. Gain 2 steel.,,
Mining Guild,,,Corporation,Basic,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,2,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,30,5,0,0,0,0,No,,0,0,0,0,0,0,,No,Eff,No,No,No,,"Effect: Each time you get any steel or titanium as a placement bonus on the map, increase your steel production 1 step.","The earliest private enterprises on Mars focused on mining and exporting minerals off the surface. As the mega-corporations arrive to terraform, the miners unite in the Guild to defend their interests. With their expertise and knowledg of the planet they will be a worthy contender in the race.",,
Mining Operations,P21,,Prelude,Prelude,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,0,0,0,0,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,,0,4,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,Increase your steel production 2 steps. Gain 4 steel.,,
Mining Quota,239,5,Automated,Venus,-30,0,0,0,8,14,9,30,,0,0,0,0,0,0,0,1,1,0,1,No,,0,1,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,,0,0,0,0,0,0,No,,0,0,0,0,0,0,,No,0,No,No,No,,,"Requires Venus, Earth and Jovian tags. Increase your steel production 2 steps.",,
